File,Output_folder,Experiment,MS_Plate,Fraction,Parameter_group,PTM,Reference_channel,File_order,Compound_order,Project,Comments
5137_A09_058293_S00_U09_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,9,0,FALSE,,9,,100ProtFDR,
5137_A10_058293_S00_U10_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,10,0,FALSE,,10,,100ProtFDR,
5137_A11_058293_S00_U11_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,11,0,FALSE,,11,,100ProtFDR,
5137_A12_058293_S00_U12_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,12,0,FALSE,,12,,100ProtFDR,
5137_B12_058293_S00_U13_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,13,0,FALSE,,13,,100ProtFDR,
5137_B11_058293_S00_U14_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,14,0,FALSE,,14,,100ProtFDR,
5137_B10_058293_S00_U15_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,15,0,FALSE,,15,,100ProtFDR,
5137_B09_058293_S00_U16_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,16,0,FALSE,,16,,100ProtFDR,
5137_B08_058293_S00_U17_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,17,0,FALSE,,17,,100ProtFDR,
5137_B07_058293_S00_U18_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,18,0,FALSE,,18,,100ProtFDR,
5137_B06_058293_S00_U19_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,19,0,FALSE,,19,,100ProtFDR,
5137_B05_058293_S00_U20_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,20,0,FALSE,,20,,100ProtFDR,
5137_B04_058293_S00_U21_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,21,0,FALSE,,21,,100ProtFDR,
5137_B03_058293_S00_U22_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,22,0,FALSE,,22,,100ProtFDR,
5137_B02_058293_S00_U23_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,23,0,FALSE,,23,,100ProtFDR,
5137_B01_058293_S00_U24_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,24,0,FALSE,,24,,100ProtFDR,
5137_C01_058293_S00_U25_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,25,0,FALSE,,25,,100ProtFDR,
5137_C02_058293_S00_U26_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,26,0,FALSE,,26,,100ProtFDR,
5137_C03_058293_S00_U27_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,27,0,FALSE,,27,,100ProtFDR,
5137_C04_058293_S00_U28_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,28,0,FALSE,,28,,100ProtFDR,
5137_C05_058293_S00_U29_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,29,0,FALSE,,29,,100ProtFDR,
5137_C06_058293_S00_U30_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,30,0,FALSE,,30,,100ProtFDR,
5137_C07_058293_S00_U31_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,31,0,FALSE,,31,,100ProtFDR,
5137_C08_058293_S00_U32_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,32,0,FALSE,,32,,100ProtFDR,
5137_C09_058293_S00_U33_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,33,0,FALSE,,33,,100ProtFDR,
5137_C10_058293_S00_U34_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,34,0,FALSE,,34,,100ProtFDR,
5137_C11_058293_S00_U35_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,35,0,FALSE,,35,,100ProtFDR,
5137_C12_058293_S00_U36_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,36,0,FALSE,,36,,100ProtFDR,
5137_D12_058293_S00_U37_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,37,0,FALSE,,37,,100ProtFDR,
5137_D11_058293_S00_U38_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,38,0,FALSE,,38,,100ProtFDR,
5137_D10_058293_S00_U39_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,39,0,FALSE,,39,,100ProtFDR,
5137_D09_058293_S00_U40_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,40,0,FALSE,,40,,100ProtFDR,
5137_D08_058293_S00_U41_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,41,0,FALSE,,41,,100ProtFDR,
5137_D07_058293_S00_U42_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,42,0,FALSE,,42,,100ProtFDR,
5137_D06_058293_S00_U43_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,43,0,FALSE,,43,,100ProtFDR,
5137_D05_058293_S00_U44_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,44,0,FALSE,,44,,100ProtFDR,
5137_D04_058293_S00_U45_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,45,0,FALSE,,45,,100ProtFDR,
5137_D03_058293_S00_U46_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,46,0,FALSE,,46,,100ProtFDR,
5137_D02_058293_S00_U47_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,47,0,FALSE,,47,,100ProtFDR,
5137_D01_058293_S00_U48_TMT11_R1,Batch6_FP_MASTER_redo,Batch6_FP_MASTER_redo,5137,48,0,FALSE,,48,,100ProtFDR,
5136_A01_058291_S00_U01_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,1,0,FALSE,,1,,100ProtFDR,
5136_A02_058291_S00_U02_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,2,0,FALSE,,2,,100ProtFDR,
5136_A03_058291_S00_U03_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,3,0,FALSE,,3,,100ProtFDR,
5136_A04_058291_S00_U04_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,4,0,FALSE,,4,,100ProtFDR,
5136_A05_058291_S00_U05_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,5,0,FALSE,,5,,100ProtFDR,
5136_A06_058291_S00_U06_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,6,0,FALSE,,6,,100ProtFDR,
5136_A07_058291_S00_U07_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,7,0,FALSE,,7,,100ProtFDR,
5136_A08_058291_S00_U08_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,8,0,FALSE,,8,,100ProtFDR,
5136_A09_058291_S00_U09_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,9,0,FALSE,,9,,100ProtFDR,
5136_A10_058291_S00_U10_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,10,0,FALSE,,10,,100ProtFDR,
5136_A11_058291_S00_U11_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,11,0,FALSE,,11,,100ProtFDR,
5136_A12_058291_S00_U12_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,12,0,FALSE,,12,,100ProtFDR,
5136_B12_058291_S00_U13_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,13,0,FALSE,,13,,100ProtFDR,
5136_B11_058291_S00_U14_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,14,0,FALSE,,14,,100ProtFDR,
5136_B10_058291_S00_U15_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,15,0,FALSE,,15,,100ProtFDR,
5136_B09_058291_S00_U16_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,16,0,FALSE,,16,,100ProtFDR,
5136_B08_058291_S00_U17_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,17,0,FALSE,,17,,100ProtFDR,
5136_B07_058291_S00_U18_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,18,0,FALSE,,18,,100ProtFDR,
5136_B06_058291_S00_U19_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,19,0,FALSE,,19,,100ProtFDR,
5136_B05_058291_S00_U20_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,20,0,FALSE,,20,,100ProtFDR,
5136_B04_058291_S00_U21_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,21,0,FALSE,,21,,100ProtFDR,
5136_B03_058291_S00_U22_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,22,0,FALSE,,22,,100ProtFDR,
5136_B02_058291_S00_U23_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,23,0,FALSE,,23,,100ProtFDR,
5136_B01_058291_S00_U24_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,24,0,FALSE,,24,,100ProtFDR,
5136_C01_058291_S00_U25_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,25,0,FALSE,,25,,100ProtFDR,
5136_C02_058291_S00_U26_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,26,0,FALSE,,26,,100ProtFDR,
5136_C03_058291_S00_U27_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,27,0,FALSE,,27,,100ProtFDR,
5136_C04_058291_S00_U28_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,28,0,FALSE,,28,,100ProtFDR,
5136_C05_058291_S00_U29_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,29,0,FALSE,,29,,100ProtFDR,
5136_C06_058291_S00_U30_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,30,0,FALSE,,30,,100ProtFDR,
5136_C07_058291_S00_U31_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,31,0,FALSE,,31,,100ProtFDR,
5136_C08_058291_S00_U32_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,32,0,FALSE,,32,,100ProtFDR,
5136_C09_058291_S00_U33_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,33,0,FALSE,,33,,100ProtFDR,
5136_C10_058291_S00_U34_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,34,0,FALSE,,34,,100ProtFDR,
5136_C11_058291_S00_U35_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,35,0,FALSE,,35,,100ProtFDR,
5136_C12_058291_S00_U36_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,36,0,FALSE,,36,,100ProtFDR,
5136_D12_058291_S00_U37_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,37,0,FALSE,,37,,100ProtFDR,
5136_D11_058291_S00_U38_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,38,0,FALSE,,38,,100ProtFDR,
5136_D10_058291_S00_U39_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,39,0,FALSE,,39,,100ProtFDR,
5136_D09_058291_S00_U40_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,40,0,FALSE,,40,,100ProtFDR,
5136_D08_058291_S00_U41_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,41,0,FALSE,,41,,100ProtFDR,
5136_D07_058291_S00_U42_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,42,0,FALSE,,42,,100ProtFDR,
5136_D06_058291_S00_U43_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,43,0,FALSE,,43,,100ProtFDR,
5136_D05_058291_S00_U44_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,44,0,FALSE,,44,,100ProtFDR,
5136_D04_058291_S00_U45_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,45,0,FALSE,,45,,100ProtFDR,
5136_D03_058291_S00_U46_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,46,0,FALSE,,46,,100ProtFDR,
5136_D02_058291_S00_U47_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,47,0,FALSE,,47,,100ProtFDR,
5136_D01_058291_S00_U48_TMT11_R1,Batch4_FP_MASTER_redo,Batch4_FP_MASTER_redo,5136,48,0,FALSE,,48,,100ProtFDR,
5098_A01_057353_S00_U01_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,1,0,FALSE,,1,,100ProtFDR,
5098_A02_057353_S00_U02_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,2,0,FALSE,,2,,100ProtFDR,
5098_A03_057353_S00_U03_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,3,0,FALSE,,3,,100ProtFDR,
5098_A04_057353_S00_U04_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,4,0,FALSE,,4,,100ProtFDR,
5098_A05_057353_S00_U05_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,5,0,FALSE,,5,,100ProtFDR,
5098_A06_057353_S00_U06_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,6,0,FALSE,,6,,100ProtFDR,
5098_A07_057353_S00_U07_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,7,0,FALSE,,7,,100ProtFDR,
5098_A08_057353_S00_U08_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,8,0,FALSE,,8,,100ProtFDR,
5098_A09_057353_S00_U09_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,9,0,FALSE,,9,,100ProtFDR,
5098_A10_057353_S00_U10_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,10,0,FALSE,,10,,100ProtFDR,
5098_A11_057353_S00_U11_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,11,0,FALSE,,11,,100ProtFDR,
5098_A12_057353_S00_U12_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,12,0,FALSE,,12,,100ProtFDR,
5098_B12_057353_S00_U13_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,13,0,FALSE,,13,,100ProtFDR,
5098_B11_057353_S00_U14_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,14,0,FALSE,,14,,100ProtFDR,
5098_B10_057353_S00_U15_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,15,0,FALSE,,15,,100ProtFDR,
5098_B09_057353_S00_U16_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,16,0,FALSE,,16,,100ProtFDR,
5098_B08_057353_S00_U17_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,17,0,FALSE,,17,,100ProtFDR,
5098_B07_057353_S00_U18_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,18,0,FALSE,,18,,100ProtFDR,
5098_B06_057353_S00_U19_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,19,0,FALSE,,19,,100ProtFDR,
5098_B05_057353_S00_U20_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,20,0,FALSE,,20,,100ProtFDR,
5098_B04_057353_S00_U21_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,21,0,FALSE,,21,,100ProtFDR,
5098_B03_057353_S00_U22_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,22,0,FALSE,,22,,100ProtFDR,
5098_B02_057353_S00_U23_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,23,0,FALSE,,23,,100ProtFDR,
5098_B01_057353_S00_U24_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,24,0,FALSE,,24,,100ProtFDR,
5098_C01_057353_S00_U25_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,25,0,FALSE,,25,,100ProtFDR,
5098_C02_057353_S00_U26_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,26,0,FALSE,,26,,100ProtFDR,
5098_C03_057353_S00_U27_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,27,0,FALSE,,27,,100ProtFDR,
5098_C04_057353_S00_U28_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,28,0,FALSE,,28,,100ProtFDR,
5098_C05_057353_S00_U29_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,29,0,FALSE,,29,,100ProtFDR,
5098_C06_057353_S00_U30_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,30,0,FALSE,,30,,100ProtFDR,
5098_C07_057353_S00_U31_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,31,0,FALSE,,31,,100ProtFDR,
5098_C08_057353_S00_U32_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,32,0,FALSE,,32,,100ProtFDR,
5098_C09_057353_S00_U33_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,33,0,FALSE,,33,,100ProtFDR,
5098_C10_057353_S00_U34_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,34,0,FALSE,,34,,100ProtFDR,
5098_C11_057353_S00_U35_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,35,0,FALSE,,35,,100ProtFDR,
5098_C12_057353_S00_U36_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,36,0,FALSE,,36,,100ProtFDR,
5098_D12_057353_S00_U37_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,37,0,FALSE,,37,,100ProtFDR,
5098_D11_057353_S00_U38_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,38,0,FALSE,,38,,100ProtFDR,
5098_D10_057353_S00_U39_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,39,0,FALSE,,39,,100ProtFDR,
5098_D09_057353_S00_U40_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,40,0,FALSE,,40,,100ProtFDR,
5098_D08_057353_S00_U41_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,41,0,FALSE,,41,,100ProtFDR,
5098_D07_057353_S00_U42_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,42,0,FALSE,,42,,100ProtFDR,
5098_D06_057353_S00_U43_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,43,0,FALSE,,43,,100ProtFDR,
5098_D05_057353_S00_U44_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,44,0,FALSE,,44,,100ProtFDR,
5098_D04_057353_S00_U45_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,45,0,FALSE,,45,,100ProtFDR,
5098_D03_057353_S00_U46_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,46,0,FALSE,,46,,100ProtFDR,
5098_D02_057353_S00_U47_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,47,0,FALSE,,47,,100ProtFDR,
5098_D01_057353_S00_U48_TMT11_R1,Batch28_FP_MASTER,Batch28_FP_MASTER,5098,48,0,FALSE,,48,,100ProtFDR,
5009_A01_055744_S00_U01_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,1,0,FALSE,,1,,100ProtFDR,
5009_A02_055744_S00_U02_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,2,0,FALSE,,2,,100ProtFDR,
5009_A03_055744_S00_U03_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,3,0,FALSE,,3,,100ProtFDR,
5009_A04_055744_S00_U04_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,4,0,FALSE,,4,,100ProtFDR,
5009_A05_055744_S00_U05_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,5,0,FALSE,,5,,100ProtFDR,
5009_A06_055744_S00_U06_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,6,0,FALSE,,6,,100ProtFDR,
5009_A07_055744_S00_U07_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,7,0,FALSE,,7,,100ProtFDR,
5009_A08_055744_S00_U08_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,8,0,FALSE,,8,,100ProtFDR,
5009_A09_055744_S00_U09_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,9,0,FALSE,,9,,100ProtFDR,
5009_A10_055744_S00_U10_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,10,0,FALSE,,10,,100ProtFDR,
5009_A11_055744_S00_U11_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,11,0,FALSE,,11,,100ProtFDR,
5009_A12_055744_S00_U12_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,12,0,FALSE,,12,,100ProtFDR,
5009_B12_055744_S00_U13_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,13,0,FALSE,,13,,100ProtFDR,
5009_B11_055744_S00_U14_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,14,0,FALSE,,14,,100ProtFDR,
5009_B10_055744_S00_U15_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,15,0,FALSE,,15,,100ProtFDR,
5009_B09_055744_S00_U16_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,16,0,FALSE,,16,,100ProtFDR,
5009_B08_055744_S00_U17_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,17,0,FALSE,,17,,100ProtFDR,
5009_B07_055744_S00_U18_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,18,0,FALSE,,18,,100ProtFDR,
5009_B06_055744_S00_U19_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,19,0,FALSE,,19,,100ProtFDR,
5009_B05_055744_S00_U20_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,20,0,FALSE,,20,,100ProtFDR,
5009_B04_055744_S00_U21_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,21,0,FALSE,,21,,100ProtFDR,
5009_B03_055744_S00_U22_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,22,0,FALSE,,22,,100ProtFDR,
5009_B02_055744_S00_U23_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,23,0,FALSE,,23,,100ProtFDR,
5009_B01_055744_S00_U24_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,24,0,FALSE,,24,,100ProtFDR,
5009_C01_055744_S00_U25_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,25,0,FALSE,,25,,100ProtFDR,
5009_C02_055744_S00_U26_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,26,0,FALSE,,26,,100ProtFDR,
5009_C03_055744_S00_U27_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,27,0,FALSE,,27,,100ProtFDR,
5009_C04_055744_S00_U28_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,28,0,FALSE,,28,,100ProtFDR,
5009_C05_055744_S00_U29_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,29,0,FALSE,,29,,100ProtFDR,
5009_C06_055744_S00_U30_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,30,0,FALSE,,30,,100ProtFDR,
5009_C07_055744_S00_U31_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,31,0,FALSE,,31,,100ProtFDR,
5009_C08_055744_S00_U32_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,32,0,FALSE,,32,,100ProtFDR,
5009_C09_055744_S00_U33_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,33,0,FALSE,,33,,100ProtFDR,
5009_C10_055744_S00_U34_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,34,0,FALSE,,34,,100ProtFDR,
5009_C11_055744_S00_U35_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,35,0,FALSE,,35,,100ProtFDR,
5009_C12_055744_S00_U36_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,36,0,FALSE,,36,,100ProtFDR,
5009_D12_055744_S00_U37_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,37,0,FALSE,,37,,100ProtFDR,
5009_D11_055744_S00_U38_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,38,0,FALSE,,38,,100ProtFDR,
5009_D10_055744_S00_U39_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,39,0,FALSE,,39,,100ProtFDR,
5009_D09_055744_S00_U40_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,40,0,FALSE,,40,,100ProtFDR,
5009_D08_055744_S00_U41_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,41,0,FALSE,,41,,100ProtFDR,
5009_D07_055744_S00_U42_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,42,0,FALSE,,42,,100ProtFDR,
5009_D06_055744_S00_U43_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,43,0,FALSE,,43,,100ProtFDR,
5009_D05_055744_S00_U44_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,44,0,FALSE,,44,,100ProtFDR,
5009_D04_055744_S00_U45_TMT11_R1,Batch27_FP_MASTER,Batch27_FP_MASTER,5009,45,0,FALSE,,45,,100ProtFDR,
